,2010 рік,2011 рік,2012 рік,2013 рік,2014 рік,2015 рік
Виробництво теплової енергії на продаж (Гкал) ,41740.529999999999,44651,41106.370000000003,36216.510000000002,33525.870000000003,30199.990000000002
Споживання теплової енергії (Гкал) ,212082.38,233046.39999999999,222832.17999999999,193080.06,185472.82999999999,170252.10999999999
Обсяги продажів теплової енергії (млн. доларів) ,5.8769999999999998,6.2630999999999997,5.7515000000000001,5.0673000000000004,3.1522000000000001,1.5459000000000001
Витрати на теплову енергію (млн. доларів) ,29.860900000000001,32.689100000000003,31.178100000000001,27.0153,17.438800000000001,8.7148000000000003
Середньозважене річне значення тарифу (грн/Гкал),56.319423648558754,56.107403238201009,55.966966553389042,55.966995057972298,37.609355671974313,20.475116000281364
