,2010 рік,2011 рік,2012 рік,2013 рік,2014 рік,2015 рік
Витрати на електроенергію (млн. доларів),8562.8799999999992,14266.559999999999,15012.07,14585.040000000001,9146.3999999999996,9567.2800000000007
Обсяги продажів теплової енергії (млн. доларів) ,5.8769999999999998,6.2630999999999997,5.7515000000000001,5.0673000000000004,3.1522000000000001,1.5459000000000001
Обсяги продажів (млн. доларів) ,8568.7569999999996,14272.8231,15017.8215,14590.107300000001,9149.5522000000001,9568.8258999999998
