,2010 рік,2011 рік,2012 рік,2013 рік,2014 рік,2015 рік
Витрати на електроенергію (%),12.036621191694206,20.054138143776033,21.102082464450849,20.50181732614584,12.856860316588801,13.448480557344277
Витрати на газ (%),14.242198025567687,15.140144894782742,14.419089923560122,12.973693609863911,10.902156354938422,32.322717191287111
Витрати на воду %),11.670221915152123,15.769265703424251,17.183384315330589,16.728859762833956,21.738130771578231,16.910137531680856
