,2010 рік,2011 рік,2012 рік,2013 рік,2014 рік,2015 рік
Витрати на електроенергію (%),12.036621191694206,20.054138143776033,21.102082464450849,20.50181732614584,12.856860316588801,13.448480557344277
Обсяги продажів теплової енергії (%) ,21.249593231369996,22.645623169541164,20.795820226344144,18.321943811693245,11.397476226633401,5.5895433344180496
