,2010 рік,2011 рік,2012 рік,2013 рік,2014 рік,2015 рік
Загальне споживання води (тис. м3),9422.6000000000004,9512.7999999999993,10144.1,10055.1,8512.7000000000007,8960
Середньодобове значення за рік (тис. м3/добу) ,25.815342465753425,26.062465753424654,27.716120218579235,27.548219178082192,23.322465753424659,24.547945205479451
